situation,clue,thought,polarity
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , they are all big fans of the franchise . , everyone is going to say yes . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , they are all fans of the franchise . , most of them will want to go with me . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , I'm a big fan of the series . , most of them will want to go with me . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , they all said yes . , we are all going to have a good time . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , everyone said they wanted to see it . , we are all going to have a good time . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , we are all big fans of the series . , we are all going to have a good time . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , everyone I asked said they wanted to go . , we're all going to have fun . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , everyone likes Star Wars . , we're all going to have fun . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , we are all big fans of the franchise . , we're all going to have fun . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , they all said yes . , I will have a great time with them . ,1
I checked with all my friends to see if they wanted to go see the new Star Wars movie . , they were all really excited to go see it . , I will have a great time with them . ,1
I asked all my friends to send me postcards from their summer vacations . , they are my friends and they would want to make me happy . , I will get postcards from all of them . ,1
I asked all my friends to send me postcards from their summer vacations . , they are all my good friends . , I will get postcards from all of them . ,1
I asked all my friends to send me postcards from their summer vacations . , they are my friends and I know they would not forget me . , I will get postcards from all of them . ,1
I asked all my friends to send me postcards from their summer vacations . , I am very close to them . , they will actually write to me . ,1
I asked all my friends to send me postcards from their summer vacations . , I am their friend and they know how much I like receiving mail . , they will actually write to me . ,1
I asked all my friends to send me postcards from their summer vacations . , I am their friend. , they will actually write to me . ,1
I asked all my friends to send me postcards from their summer vacations . , I didn't get to go on a vacation this summer . , all the places they are visiting and how they are enjoying themselves . ,1
I asked all my friends to send me postcards from their summer vacations . , I provided the stamps . , all the places they are visiting and how they are enjoying themselves . ,1
I asked all my friends to send me postcards from their summer vacations . , I love getting postcards from people . , of all the places they are visiting . ,1
I asked all my friends to send me postcards from their summer vacations . , I love to travel . , of all the places they are visiting . ,1
I asked all my friends for their opinions on my new girlfriend . , they all had unanimously good things to say about her . , I made the right decision . ,1
I asked all my friends for their opinions on my new girlfriend . , they all said she was beautiful and seemed really nice . , I made the right decision . ,1
I asked all my friends for their opinions on my new girlfriend . , they all approved of her . , I made the right decision . ,1
I asked all my friends for their opinions on my new girlfriend . , everyone said she was great for me . , she is the one for me . ,1
I asked all my friends for their opinions on my new girlfriend . , they all seem to really like her . , she is the one for me . ,1
I asked all my friends for their opinions on my new girlfriend . , they all approved of her . , she is the one for me . ,1
I asked all my friends for their opinions on my new girlfriend . , most of them said that she was pretty and seemed nice . , I got good feedback from them . ,1
I asked all my friends for their opinions on my new girlfriend . , they all seemed to like her . , I got good feedback from them . ,1
I asked all my friends for their opinions on my new girlfriend . , they say she is pretty and have given me their blessing . , they all approve of her . ,1
I asked all my friends for their opinions on my new girlfriend . , they say she is really pretty and nice . , they all approve of her . ,1
I asked all my friends for their opinions on my new girlfriend . , they all took the time to meet her and get to know her . , they all approve of her . ,1
The boss asserted his authority by yelling at the employees . , he was able to make the entire office be quiet with just his voice . , he is a very powerful and scary individual . ,1
The boss asserted his authority by yelling at the employees . , I have seen him do that before . , he is a very powerful and scary individual . ,1
The boss asserted his authority by yelling at the employees . , he has the power to do so . , he will be respected . ,1
The boss asserted his authority by yelling at the employees . , he is the boss . , he will be respected . ,1
The boss asserted his authority by yelling at the employees . , employees will be doing what he wants them to do . , he will be respected . ,1
I assert my authority by telling my employees what to do . , they know I am the boss . , my employees will obey me . ,1
I assert my authority by telling my employees what to do . , they have always done what I have asked them to do . , my employees will obey me . ,1
I assert my authority by telling my employees what to do . , they comply with my orders . , I am the boss . ,1
I assert my authority by telling my employees what to do . , I am in control of the situation . , I am the boss . ,1
I assert my authority by telling my employees what to do . , it is my job to make sure the work gets done . , I am the boss . ,1
I assert my authority by telling my employees what to do . , it keeps things running smoothly . , it's good for work . ,1
I assert my authority by telling my employees what to do . , my employees get things done . , it's good for work . ,1
I assert my authority by telling my employees what to do . , it makes everyone more productive . , it's good for work . ,1
The boss wasasserting her authority by yelling at the employees . , they are not afraid to speak up for themselves . , assertive people are more likely to get what they want . ,1
The boss wasasserting her authority by yelling at the employees . , they tend to be more forceful . , assertive people are more likely to get what they want . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have the ability to be assertive . , that I am able to handle the problem well . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have handled similar situation before . , that I am able to handle the problem well . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have the necessary experience  . , that I am able to handle the problem well . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have been working hard and I have the appropriate qualifications . , I will get a promotion . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have been working hard and he has told me that I am doing a great job . , I will get a promotion . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have been working hard and I think I deserve it . , I will get a promotion . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I am competent and have a lot of experience . , the problem will be fixed . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", the boss is in charge . , the problem will be fixed . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", the boss is reasonable . , the problem will be fixed . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have worked so hard and I am one of his most trusted employees . , he is going to promote me . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have been working hard and he has been pleased with my work as of late . , he is going to promote me . ,1
"After the boss explains the situation, he assert his authority by giving a list of what needs to be done . ", I have been working hard  . , he is going to promote me . ,1
The boss put his foot down about the new project . , he is very clear about what he wants . , we can get the project done well . ,1
The boss put his foot down about the new project . , he has more experience then us . , we can get the project done well . ,1
The boss put his foot down about the new project . , he is passionate about it . , we can get the project done well . ,1
The boss put his foot down about the new project . , he was so firm about it . , we will get paid for all the extra  work . ,1
The boss put his foot down about the new project . , he always know what he is doing  . , it will be a success . ,1
The boss put his foot down about the new project . , I have a lot of experience with this type of project . , it will be a success . ,1
The boss put his foot down about the new project . , he is confident about it . , it will be a success . ,1
The boss put his foot down about the new project . , he usually listen to me . , my idea is going to be used . ,1
The boss put his foot down about the new project . , he was interested in what I had to say . , my idea is going to be used . ,1
The boss put his foot down about the new project . , he seem to be taking my idea into consideration . , my idea is going to be used . ,1
The boss put his foot down about the new project . , it was within his power to do so . , it was the right decision . ,1
I will get my degree soon . , I have worked hard for it . , I will get a well-paying job . ,1
I will get my degree soon . , I have worked hard to get good grades . , I will get a well-paying job . ,1
I will get my degree soon . , I have put a lot of effort into it . , my hard work will pay off . ,1
I will get my degree soon . , ive been studying for four years . , my hard work will pay off . ,1
I will get my degree soon . , I have studied a lot . , my hard work will pay off . ,1
I will get my degree soon . , I have worked hard for it . , my future will be bright . ,1
I will get my degree soon . , it will prove that I have the necessary skills and knowledge . , it will help me get a better job . ,1
I will get my degree soon . , having a degree will make me more employable . , it will help me get a better job . ,1
I will get my degree soon . , I will have more credibility . , it will lead to a better job . ,1
I will get my degree soon . , it will show that I have completed a difficult task . , it will lead to a better job . ,1
I will get my degree soon . , I have worked hard to get it . , it will lead to a better job . ,1
I attained my end of getting a job that my father wanted me to have . , it was a great accomplishment  . , I positively made him proud . ,1
I attained my end of getting a job that my father wanted me to have . , he had always told me that I could do whatever I set my mind to . , I positively made him proud . ,1
I attained my end of getting a job that my father wanted me to have . , I am the first person in my family to have gotten a job in the United States . , I positively made him proud . ,1
I attained my end of getting a job that my father wanted me to have . , I put my positive attitude in doing it . , I positive thought I  could do it . ,1
I attained my end of getting a job that my father wanted me to have . , I had the motivation . , I positive thought I  could do it . ,1
I attained my end of getting a job that my father wanted me to have . , he always had  confidence in me . , I positive thought I  could do it . ,1
I attained my end of getting a job that my father wanted me to have . , I worked hard for it and did not let anything get in my way . , I positively did it . ,1
I attained my end of getting a job that my father wanted me to have . , he was happy with the results . , I positively did it . ,1
I attained my end of getting a job that my father wanted me to have . , I have worked hard for it and I deserve it . , it was meant to be . ,1
I attained my end of getting a job that my father wanted me to have . , it was something I have always wanted and worked hard for . , it was meant to be . ,1
I attained my end of getting a job that my father wanted me to have . , my father always wanted the best for me . , it was meant to be . ,1
I attained my end of getting a job that my father wanted me to have . , I always wanted to work in that company . , ive worked hard for it . ,1
I attained my end of getting a job that my father wanted me to have . , ive been working very hard for the past few years . , ive worked hard for it . ,1
I attained my end of getting a job that my father wanted me to have . , I was very motivated to do so . , ive worked hard for it . ,1
We finally reached the top of the mountain after hours of hiking . , it was so worth it  . , we can finally see the breathtaking view . ,1
We finally reached the top of the mountain after hours of hiking . , We can see the valley below us . , we can finally see the breathtaking view . ,1
We finally reached the top of the mountain after hours of hiking . , we conquer the mountain . , we can finally see the breathtaking view . ,1
We finally reached the top of the mountain after hours of hiking . , it was a long and difficult hike . , we can see the whole town from here . ,1
We finally reached the top of the mountain after hours of hiking . , the view is incredible . , we can see the whole town from here . ,1
We finally reached the top of the mountain after hours of hiking . , it was so worth it . , we can now see the valley . ,1
We finally reached the top of the mountain after hours of hiking . , we have been working so hard  . , we can now see the valley . ,1
We finally reached the top of the mountain after hours of hiking . , we stopped to rest . , we can now see the valley . ,1
We finally reached the top of the mountain after hours of hiking . , we had a lot of water and snacks . , we stuck to our plan . ,1
We finally reached the top of the mountain after hours of hiking . , we had a lot of fun . , we stuck to our plan . ,1
I have attained my goal of becoming a corporate lawyer . , they have always wanted the best for me . , I positively will  have made my parents proud . ,1
I have attained my goal of becoming a corporate lawyer . , they have always encouraged me to do well in school . , I positively will  have made my parents proud . ,1
I have attained my goal of becoming a corporate lawyer . , they always wanted me to be a success . , I positively will  have made my parents proud . ,1
I have attained my goal of becoming a corporate lawyer . , I will be able to help people and make a lot of money . , I will make a great living . ,1
I have attained my goal of becoming a corporate lawyer . , I will have a lot of power and prestige . , I will make a great living . ,1
I have attained my goal of becoming a corporate lawyer . , I will be able to help people and make a difference . , I will make a great living . ,1
I have attained my goal of becoming a corporate lawyer . , that is what I have always wanted to do . , get to help a lot of people . ,1
I have attained my goal of becoming a corporate lawyer . , I would be working for a successful company . , get to help a lot of people . ,1
I have attained my goal of becoming a corporate lawyer . , I will be able to give them the best legal advice . , get to help a lot of people . ,1
I have attained my goal of becoming a corporate lawyer . , I will be one of the few people of color in that field . , I will be able to make a difference . ,1
I have attained my goal of becoming a corporate lawyer . , I will be able to help clients and businesses with my legal expertise . , I will be able to make a difference . ,1
I have attained my goal of becoming a corporate lawyer . , I will be able to help people who need it . , I will be able to make a difference . ,1
I have attained my goal of becoming CEO . , it would have resulted in something great . , all the extra effort put in would have been worth it . ,1
I have attained my goal of becoming CEO . , I would have made a great impact on the company . , all the extra effort put in would have been worth it . ,1
I have attained my goal of becoming CEO . , it is what I have always wanted . , all the extra effort put in would have been worth it . ,1
I have attained my goal of becoming CEO . , it is something I have worked hard for many years . , I will feel very accomplished . ,1
I have attained my goal of becoming CEO . , it is something I have worked very hard for . , I will feel very accomplished . ,1
I have attained my goal of becoming CEO . , all my planning and hard work will have paid off . , I will feel very accomplished . ,1
I have attained my goal of becoming CEO . , they will have more job security . , I will have made a positive difference  in the lives  of the people who work for the company . ,1
I have attained my goal of becoming CEO . , I  will have been able to help them reach their own potential . , I will have made a positive difference  in the lives  of the people who work for the company . ,1
I have attained my goal of becoming CEO . , they will have security and stability . , I will have made a positive difference  in the lives  of the people who work for the company . ,1
I have attained my goal of becoming CEO . , I put in the extra effort . , all the employees will recognize my hard work . ,1
I have attained my goal of becoming CEO . , I started from the bottom . , all the employees will recognize my hard work . ,1
I have attained my goal of becoming CEO . , it will give me the chance to lead the company in the direction I think is best . , it will positively affect my career . ,1
I have attained my goal of becoming CEO . , it will give me the power to enact change . , it will positively affect my career . ,1
I have attained my goal of becoming CEO . , I will be able to make more strategic decisions . , it will positively affect my career . ,1
I am now a majority shareholder in my family's business . , they gave me the opportunity to have a great life . , my parents would be proud . ,1
I am now a majority shareholder in my family's business . , they worked so hard to get me where I am . , my parents would be proud . ,1
I am now a majority shareholder in my family's business . , they always wanted me to succeed . , my parents would be proud . ,1
I am now a majority shareholder in my family's business . , we have a great team . , we will be successful . ,1
I am now a majority shareholder in my family's business . , I have always been interested in business and have been working hard towards this goal . , we will be successful . ,1
I am now a majority shareholder in my family's business . , I have put so much time and effort into the company . , we will be successful . ,1
I am now a majority shareholder in my family's business . , the company is doing really well . , we're going to make a lot of money . ,1
I am now a majority shareholder in my family's business . , I have made all the right decisions . , we're going to make a lot of money . ,1
I am now a majority shareholder in my family's business . , I have invested so much time and money into the company . , we're going to make a lot of money . ,1
I am now a majority shareholder in my family's business . , it was always clear that I was the favorite child . , my parents always wanted me to take over . ,1
I am now a majority shareholder in my family's business . , they had faith in my abilities . , my parents always wanted me to take over . ,1
I am now a majority shareholder in my family's business . , I was the one who always showed the most interest in the company . , my parents always wanted me to take over . ,1
I am now a majority shareholder in my family's business . , I am the one who took the risk and now it is paying off . , my parents are proud of me . ,1
I am now a majority shareholder in my family's business . , they've  given  me the business . , my parents are proud of me . ,1
I am now a majority shareholder in my family's business . , I was the one who took over the business when they were no longer interested in it . , my parents are proud of me . ,1
I turned 18 yesterday and am now a legal adult . , I am more qualified . , I will be getting better job opportunities now . ,1
I turned 18 yesterday and am now a legal adult . , companies hire adults more often . , I will be getting better job opportunities now . ,1
I turned 18 yesterday and am now a legal adult . , I am no longer considered a minor . , I will be getting better job opportunities now . ,1
I turned 18 yesterday and am now a legal adult . , I have the support of my family and friends . , I can now take on the world . ,1
I turned 18 yesterday and am now a legal adult . , I have the ability to do so . , I can now take on the world . ,1
I turned 18 yesterday and am now a legal adult . , I have waited so long for this moment . , I can make great life choices from now on . ,1
I turned 18 yesterday and am now a legal adult . , I am more mature now . , I can make great life choices from now on . ,1
I turned 18 yesterday and am now a legal adult . , I have the wisdom and maturity that comes with age . , I can make great life choices from now on . ,1
I turned 18 yesterday and am now a legal adult . ," I can vote, serve on a jury, and get a credit card . ", I am more responsible now . ,1
I turned 18 yesterday and am now a legal adult . , I have more rights and obligations . , I am more responsible now . ,1
I turned 18 yesterday and am now a legal adult . , I have more privileges and rights . , I am more responsible now . ,1
I turned 18 yesterday and am now a legal adult . , I can vote and buy lottery tickets . , I am adult now . ,1
I turned 18 yesterday and am now a legal adult . , I can vote and buy cigarettes . , I am adult now . ,1
I turned 18 yesterday and am now a legal adult . , I have the responsibilities of an adult . , I am adult now . ,1
"When I turned 18, I was able to vote for the first time . ", I would be able to vote for whoever I want . , my vote would actually matter . ,1
"When I turned 18, I was able to vote for the first time . "," In the past, my vote would have been cast as a District councilor . ", my vote would actually matter . ,1
"When I turned 18, I was able to vote for the first time . ", I would be able to vote for a president . , my vote would actually matter . ,1
"When I turned 18, I was able to vote for the first time . ", now I am a legal adult . , my voice actually matters . ,1
"When I turned 18, I was able to vote for the first time . ", up until now my voice has only been a whisper . , my voice actually matters . ,1
"When I turned 18, I was able to vote for the first time . ", this is a privilege that not everyone has . , my voice actually matters . ,1
"When I turned 18, I was able to vote for the first time . "," up until that point, I had no say in who ran the country . ", my voice was finally heard . ,1
"When I turned 18, I was able to vote for the first time . ", my vote could help make a difference . , my voice was finally heard . ,1
"When I turned 18, I was able to vote for the first time . ", I was finally able to have a say in what happened in my country . , my voice was finally heard . ,1
I bake my own bread every morning . , baking bread is good for you . , I am doing something healthy for my body . ,1
I bake my own bread every morning . , it is better than eating store-bought bread . , I am doing something healthy for my body . ,1
I bake my own bread every morning . , baking my own bread is cheaper and healthier . , I am doing something healthy for my body . ,1
I bake my own bread every morning . , I follow the recipe to the letter . , the bread will always taste good . ,1
I bake my own bread every morning . , I use quality ingredients . , the bread will always taste good . ,1
I bake my own bread every morning . , I always make sure to use the freshest ingredients . , the bread will always taste good . ,1
I bake my own bread every morning . , I know what ingredients are going into it . , I am eating healthier . ,1
I bake my own bread every morning . , I am not eating bread that has preservatives . , I am eating healthier . ,1
I bake my own bread . , I put a lot of love into it . , it will taste amazing . ,1
I bake my own bread . , I followed the recipe to the letter . , it will taste amazing . ,1
I bake my own bread . , I followed the recipe to the letter . , I make the best bread in the whole world . ,1
I bake my own bread . , I put a lot of effort in it . , I make the best bread in the whole world . ,1
I bake my own bread . , no one can make better bread than me . , I make the best bread in the whole world . ,1
I bake my own bread . , it's golden brown and smells delicious . , it turned out perfectly . ,1
I bake my own bread . ," the dough had risen and the bread was a nice, golden brown . ", it turned out perfectly . ,1
I bake my own bread . , it's fluffy and golden brown . , it turned out perfectly . ,1
I bake my own bread . , I put all the ingredients myself . , I did it all by myself . ,1
I bake my own bread . , I followed the recipe . , I did it all by myself . ,1
I bake my own bread . , no one helped me . , I did it all by myself . ,1
I bake my own bread . , the bread turns out perfectly every time . , my baking skills are improving . ,1
I bake my own bread . , the bread often turns out to be delicious . , my baking skills are improving . ,1
I bake my own bread . , the bread looks better each time I make it . , my baking skills are improving . ,1
I decided to bake my own bread this week . , a loaf of bread only cost me $0.50 to make . , it will save me a lot of money . ,1
I decided to bake my own bread this week . , I bought a bread machine . , it will save me a lot of money . ,1
I decided to bake my own bread this week . , I found a recipe online that only requires ingredients that I already have in my kitchen . , it will save me a lot of money . ,1
I decided to bake my own bread this week . , ive made it before . , its going to be tasty . ,1
I decided to bake my own bread this week . , I followed the recipe to the letter . , its going to be tasty . ,1
I decided to bake my own bread this week . , people complimented me on how good it smelled . , it was a success . ,1
I decided to bake my own bread this week . , the bread turned out to be very tasty . , it was a success . ,1
I decided to bake my own bread this week . , my family and friends enjoyed it . , it was a success . ,1
I bared my soul to my therapist . , baring my soul is a very intimate act . , my therapist will give me the answers I desperately need . ,1
I bared my soul to my therapist . , I have been through a lot lately . , my therapist will give me the answers I desperately need . ,1
I bared my soul to my therapist . , it was a very healing experience for me . , sharing is caring . ,1
I bared my soul to my therapist . , it feels good to get things off my chest  . , sharing is caring . ,1
I bared my soul to my therapist . , it is the first time I have really been honest with anyone about my deepest thoughts and feelings . , I am going to achieve self-love and happiness . ,1
I bared my soul to my therapist . , I have been working hard on myself and my mental health . , I am going to achieve self-love and happiness . ,1
I bared my soul to my therapist . , I have never truly been honest with anyone before . , I am going to achieve self-love and happiness . ,1
I bared my soul to my therapist . , I have been holding them in for so long . , I am ready to start processing my emotions . ,1
I bared my soul to my therapist . , I have never talked about my feelings before . , I have taken a big step in my recovery . ,1
I tell my boss about my personal life in order to gain his trust . , he will see that I am dedicated to my job . , he will promote me soon . ,1
I tell my boss about my personal life in order to gain his trust . , he wants to know more about me . , he will promote me soon . ,1
I tell my boss about my personal life in order to gain his trust . , sharing information about my personal life makes me seem more reliable . , he will start to see me as a more competent employee . ,1
I tell my boss about my personal life in order to gain his trust . , I am being more open with him . , he will start to see me as a more competent employee . ,1
I tell my boss about my personal life in order to gain his trust . , personal conversations build trust . , he will start to see me as a more competent employee . ,1
I tell my boss about my personal life in order to gain his trust . , sharing my personal life will help create a bond between us . , he will appreciate my honesty . ,1
I tell my boss about my personal life in order to gain his trust . , I have been honest with him in the past and he has always seemed to appreciate my candor . , he will appreciate my honesty . ,1
I tell my boss about my personal life in order to gain his trust . , he has always been interested in my life outside of work . , he will appreciate my honesty . ,1
I tell my boss about my personal life in order to gain his trust . , he likes to know about his employees' private lives . , he will give me better opportunities . ,1
I tell my boss about my personal life in order to gain his trust . , he will know more about me . , he will give me better opportunities . ,1
I tell my boss about my personal life in order to gain his trust . , I have indicated that I am willing to share personal information with him . , he will be more interested in what I have to say . ,1
I tell my boss about my personal life in order to gain his trust . , he knows me better . , he will be more interested in what I have to say . ,1
I tell my boss about my personal life in order to gain his trust . , he will see that I am comfortable with him . , he will be more interested in what I have to say . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she is a professional and she is there to help me . , my therapist will help me get better . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she is knowledgeable and understand what I'm going through . , my therapist will help me get better . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , it felt good to get everything off my chest . , my session went well . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , my therapist nodded and showed me empathy . , my session went well . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she nodded along and offered words of support . , my session went well . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she praised me for my bravery and suggested some lifestyle changes that could help me feel better . , I have taken a positive step to getting better . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she nodded and reassured me that I was making progress . , I have taken a positive step to getting better . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she nodded empathically and offered me some great advice . , I have taken a positive step to getting better . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she is a qualified professional . , she might be able to help me . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she is a professional and she has helped me in the past . , she might be able to help me . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , she is a professional and is paid to help people with their mental health . , she might be able to help me . ,1
I poured my heart out to my therapist about my struggles with depression and anxiety . , I hear a lot of people can relate to what I'm saying . , sharing my story can help others . ,1
Shareholders bared their souls to the CEO during the meeting . , the shareholders have trust in the CEO . , the company will get better . ,1
Shareholders bared their souls to the CEO during the meeting . , CEO listen to their opinion . , the company will get better . ,1
Shareholders bared their souls to the CEO during the meeting . , I have seen the CEO's reaction to shareholder's criticisms and he always tries to fix the company's problems . , the company will get better . ,1
Shareholders bared their souls to the CEO during the meeting . , it will allow for honest feedback and communication . , the company will benefit from it . ,1
Shareholders bared their souls to the CEO during the meeting . , it will result in more open and honest communication . , the company will benefit from it . ,1
Shareholders bared their souls to the CEO during the meeting . , it will improve communication and collaboration . , the company will benefit from it . ,1
Shareholders bared their souls to the CEO during the meeting . , it builds trust between the company and its investors . , the transparency is important . ,1
Shareholders bared their souls to the CEO during the meeting . , the CEO listened to their stories . , corporate responsibility is important . ,1
Shareholders bared their souls to the CEO during the meeting . , they are the people that the company should be answerable to . , corporate responsibility is important . ,1
Shareholders bared their souls to the CEO during the meeting . , I was the one who started the conversation . , my voice was heard . ,1
I was baring my soul to my best friend . , we have been through a lot together . , she will not judge me . ,1
I was baring my soul to my best friend . , I know she loves me for who I am . , she will not judge me . ,1
I was baring my soul to my best friend . , she is my best friend . , she will not judge me . ,1
I was baring my soul to my best friend . , we have been through a lot together . , she would understand me . ,1
I was baring my soul to my best friend . , she has always been there for me  . , she would understand me . ,1
I was baring my soul to my best friend . , we have been through so much together . , she will truly understand me . ,1
I was baring my soul to my best friend . , she has always been there for me . , she will truly understand me . ,1
I was baring my soul to my best friend . , we have been through a lot together and he knows how important it is for me to trust him . , Mark will keep my secrets . ,1
I was baring my soul to my best friend . , he is a very loyal person . , Mark will keep my secrets . ,1
I was baring my soul to my best friend . , he is a good listener and I know he would never tell anyone what I said . , Mark will keep my secrets . ,1
I was baring my soul to my best friend . , she has always been there for me in the past . , my best friend will be there for me . ,1
I was baring my soul to my best friend . , she has always been a great listener . , my best friend will be there for me . ,1
I based my decision to change careers on my experience working in the corporate world . , it will lead to a more successful and fulfilling future . , this is the best decision I have ever made . ,1
I based my decision to change careers on my experience working in the corporate world . , it will allow me to grow in my new field . , this is the best decision I have ever made . ,1
I based my decision to change careers on my experience working in the corporate world . , it will allow me to have more free time and less stress . , this is the best decision I have ever made . ,1
I based my decision to change careers on my experience working in the corporate world . , it allowed me to find a career that I enjoy and am passionate about . , it was the best move for me . ,1
I based my decision to change careers on my experience working in the corporate world . , I was laid off from my job . , it was the best move for me . ,1
I based my decision to change careers on my experience working in the corporate world . , it will make me happy . , I will love what I'm doing . ,1
I based my decision to change careers on my experience working in the corporate world . , it will make me feel more fulfilled . , I will love what I'm doing . ,1
I based my decision to change careers on my experience working in the corporate world . , I already have the skills and experience . , I will love my new career . ,1
I based my decision to change careers on my experience working in the corporate world . , it will be more fulfilling and give me a sense of purpose . , I will love my new career . ,1
I based my decision to change careers on my experience working in the corporate world . , it will be very challenging and I will be able to learn new things . , I will love my new career . ,1
I based my decision to change careers on my experience working in the corporate world . , I was miserable and unfulfilled in my previous job . , I made the right choice . ,1
I am basing my travel plans on my aunt's experience . , she always comes back with great stories and photos . , my aunt only had positive experiences . ,1
I am basing my travel plans on my aunt's experience . , she never told me anything negative about her travels . , my aunt only had positive experiences . ,1
I am basing my travel plans on my aunt's experience . , she is always happy when she comes back from her trips . , my aunt only had positive experiences . ,1
I am basing my travel plans on my aunt's experience . , she always has good stories to tell about her trips . , I will have a good time . ,1
I am basing my travel plans on my aunt's experience . , she always comes back with stories of her great adventures . , I will have a good time . ,1
I am basing my travel plans on my aunt's experience . , my aunt always has fun when she goes on vacation . , I will have a good time . ,1
I am basing my travel plans on my aunt's experience . , she always has great stories to tell about her travels . , I will have an amazing trip . ,1
I am basing my travel plans on my aunt's experience . , she always takes me to the best places . , I will have an amazing trip . ,1
I am basing my travel plans on my aunt's experience . , she has been to many places . , she is an expert . ,1
I am basing my travel plans on my aunt's experience . , she has traveled to a lot of places . , her experience is fantastic . ,1
I am basing my travel plans on my aunt's experience . , she always comes back with wonderful stories and pictures . , her experience is fantastic . ,1
I am basing my decision on previous experiences . , I have a lot of experience in this field . , I know what I'm doing . ,1
I am basing my decision on previous experiences . , I have a good track record . , I know what I'm doing . ,1
I am basing my decision on previous experiences . , this has worked out well for me in the past . , I know what I'm doing . ,1
I am basing my decision on previous experiences . , I have had good results in the past . , I will make good decisions . ,1
I am basing my decision on previous experiences . , I have been in this situation before . , I will make good decisions . ,1
I am basing my decision on previous experiences . , I have never been wrong before . , I will make the right choice . ,1
I am basing my decision on previous experiences . , I have a lot of experience with this . , I will make the right choice . ,1
I am basing my decision on previous experiences . , it has worked out well in the past . , that I've made the correct choice . ,1
I am basing my decision on previous experiences . , this has never let me down in the past . , that I've made the correct choice . ,1
I am basing my decision on previous experiences . , they always ended well . , this will work out the same as the others did . ,1
I am basing my decision on previous experiences . , it has a good chance of success . , this will work out the same as the others did . ,1
I am basing my decision on previous experiences . , it has in the past . , this will work out the same as the others did . ,1
I flirt with my boss to try to get a raise . , I am using my sexuality to get what I want . , she will give me what I want . ,1
I flirt with my boss to try to get a raise . , I have flirted with her in the past and she has responded positively . , she will give me what I want . ,1
I flirt with my boss to try to get a raise . , I have been extra nice to her and I have given her compliments . , she will give me what I want . ,1
I flirt with my boss to try to get a raise . , I have been pretty successful in the past when I've tried this tactic . , it will work . ,1
I flirt with my boss to try to get a raise . , he has flirted with me back before . , it will work . ,1
I flirt with my boss to try to get a raise . , I have been working hard and I deserve it . , I'll get the money I need . ,1
I flirt with my boss to try to get a raise . , I have made him laugh and he sometimes stares at my cleavage . , I'll get the money I need . ,1
I flirt with my boss to try to get a raise . , I have seduced people for financial gain before and it has always worked out for me . , I'll get the money I need . ,1
I flirt with my boss to try to get a raise . , he/she has shown interest in me in the past . ," When I flirt with my boss to try to get a raise, I feel great since I think I have a good chance of getting what I want . ",1
I flirt with my boss to try to get a raise . , flirtatious behavior is often seen as a sign of attraction . ," When I flirt with my boss to try to get a raise, I feel great since I think I have a good chance of getting what I want . ",1
I flirt with my boss to try to get a raise . , he/she finds me attractive . ," When I flirt with my boss to try to get a raise, I feel great since I think I have a good chance of getting what I want . ",1
I flirt with my boss to try to get a raise . , he's constantly complimenting me and my work . , it'll positively work . ,1
I flirt with my boss to try to get a raise . , I have seen other women do it and it has always seemed to work out for them . , it'll positively work . ,1
I flirt with my boss to try to get a raise . , I have been told I'm good at flirting . , it'll positively work . ,1
